it1,it2,mc1,mi_idx1,mi_idx2,|NO MATCH
it1,it2,mc1,mi_idx1,ml,|NO MATCH
it1,it2,mc1,mi_idx1,t1,|NO MATCH
it1,it2,mc2,mi_idx1,mi_idx2,|NO MATCH
it1,it2,mi_idx1,mi_idx2,ml,|817.000000|10.000000
it1,it2,mi_idx1,mi_idx2,t1,|NO MATCH
it1,it2,mi_idx1,mi_idx2,t2,|NO MATCH
it1,it2,lt,mi_idx1,ml,|NO MATCH
it1,it2,mc2,mi_idx1,ml,|NO MATCH
it1,it2,mi_idx1,ml,t1,|NO MATCH
it1,it2,mi_idx1,ml,t2,|NO MATCH
it1,it2,kt1,mi_idx1,t1,|NO MATCH
it1,it2,mc2,mi_idx2,ml,|NO MATCH
it1,it2,mc2,mi_idx2,t2,|NO MATCH
it1,it2,lt,mi_idx2,ml,|NO MATCH
it1,it2,mc1,mi_idx2,ml,|NO MATCH
it1,it2,mi_idx2,ml,t1,|NO MATCH
it1,it2,mi_idx2,ml,t2,|NO MATCH
it1,it2,kt2,mi_idx2,t2,|NO MATCH
it1,lt,mc1,mi_idx1,ml,|9674.000000|711.000000
it1,mc1,mc2,mi_idx1,ml,|866948.000000|715711.000000
it1,mc1,mi_idx1,mi_idx2,ml,|156358.000000|202458.000000
it1,mc1,mi_idx1,ml,t1,|142287.000000|142287.000000
it1,mc1,mi_idx1,ml,t2,|8312.000000|6882.000000
it1,kt1,mc1,mi_idx1,t1,|109950.000000|40646.000000
it1,lt,mc2,mi_idx1,ml,|8624.000000|10382.000000
it1,lt,mi_idx1,mi_idx2,ml,|2745.000000|2937.000000
it1,lt,mi_idx1,ml,t1,|2064.000000|2064.000000
it1,lt,mi_idx1,ml,t2,|25.000000|100.000000
it1,mc2,mi_idx1,mi_idx2,ml,|323240.000000|292143.000000
it1,mc2,mi_idx1,ml,t1,|205317.000000|205317.000000
it1,mc2,mi_idx1,ml,t2,|4899.000000|9931.000000
it1,mi_idx1,mi_idx2,ml,t1,|25827.000000|25827.000000
it1,mi_idx1,mi_idx2,ml,t2,|872.000000|1249.000000
it1,kt1,mi_idx1,ml,t1,|11395.000000|627.000000
it1,mi_idx1,ml,t1,t2,|745.000000|1010.000000
it1,kt2,mi_idx1,ml,t2,|180.000000|22.000000
it1,kt1,kt2,mi_idx1,t1,|NO MATCH
it2,lt,mc2,mi_idx2,ml,|68.000000|23.000000
it2,mc1,mc2,mi_idx2,ml,|15340.000000|22821.000000
it2,mc2,mi_idx1,mi_idx2,ml,|7473.000000|13158.000000
it2,mc2,mi_idx2,ml,t1,|4537.000000|4537.000000
it2,mc2,mi_idx2,ml,t2,|353.000000|219.000000
it2,kt2,mc2,mi_idx2,t2,|609.000000|84.000000
it2,lt,mc1,mi_idx2,ml,|93.000000|171.000000
it2,lt,mi_idx1,mi_idx2,ml,|90.000000|99.000000
it2,lt,mi_idx2,ml,t1,|34.000000|34.000000
it2,lt,mi_idx2,ml,t2,|2.000000|2.000000
it2,mc1,mi_idx1,mi_idx2,ml,|12345.000000|12447.000000
it2,mc1,mi_idx2,ml,t1,|4292.000000|4292.000000
it2,mc1,mi_idx2,ml,t2,|338.000000|208.000000
it2,mi_idx1,mi_idx2,ml,t1,|2451.000000|2451.000000
it2,mi_idx1,mi_idx2,ml,t2,|225.000000|119.000000
it2,kt1,mi_idx2,ml,t1,|793.000000|33.000000
